CITIFT_MIGRATION,UAT FIX,NULL,NULL,NULL
VN_ACCOUNT_POSTING,INQUIRY_RETRY,NULL,NULL,NULL
CITIFT_MIGRATION,DLL ERROR,NULL,NULL,NULL
VN_ACCOUNT_POSTING,PROD FIX,NULL,NULL,NULL
NULL,,NULL,NULL,NULL
